昵称,性别,时间,点赞,评论,IP属地,二级评论条数,二级评论等级,uid,rpid
柒粼妄忻,保密,2024-11-13 02:08:45,0,,四川,34,虽然晚了点但是生日快乐！,6,4501890,246668224081
橘之爱-,保密,2024-11-13 02:13:55,0,,加拿大,34,生日快乐,6,256121920,246982366432
UID-NotFound,保密,2024-11-13 02:22:08,0,,广东,34,迟到的生日快乐[打call]（And：好奇芋泥巴斯克蛋糕+苏丹王榴莲千层+焦糖饼干千层是怎么如此严丝合缝的拼凑为一块的...[思考]）,5,229160895,246668952353
冷帅锋,男,2024-11-13 02:36:24,0,,天津,34,回复 @咕哒天魔菌 :谢谢[给心心],6,318931661,246669785073
冷帅锋,男,2024-11-13 02:36:31,0,,天津,34,回复 @橘之爱- :谢谢啦[给心心],6,318931661,246669870449
在十三之后,男,2024-11-13 07:09:45,0,,四川,34,生日快乐！！🎂🎂🎂🎂🎂🎂,5,492647056,246687734769
冷帅锋,男,2024-11-13 07:12:28,0,,天津,34,回复 @在十三之后 :谢谢[给心心],6,318931661,246687974161
chndik,保密,2024-11-13 10:01:36,0,,湖南,34,生日快乐,4,30961234,247014496352
冷帅锋,男,2024-11-13 11:57:06,0,,天津,34,回复 @chndik : 谢谢[给心心],6,318931661,246708580049
沈府大少爷,男,2024-11-15 06:41:41,0,,新疆,34,看李子柒的视频适合吃饭看，我吃的是土豆豆角子大烩菜，米饭,5,254621450,246847430609
冷帅锋,男,2024-11-15 06:51:27,1,,天津,34,"回复 @沈府大少爷 :吃着薯片看，不行，又有点饿了,我再去叫一道软烂的豆角白菜土豆烩饭[doge]",6,318931661,246848156289
啊波呲德鹅佛格,保密,2024-11-18 11:18:04,0,,河北,34,生日快乐!(^O^)y,3,515660468,247120280273
冷帅锋,男,2024-11-18 11:19:39,0,,天津,34,回复 @啊波呲德鹅佛格 :谢谢[给心心],6,318931661,247120233905
听海山居客,保密,2024-11-18 05:08:57,2,这个小屋子，仨月就完蛋哈,山东,0,,4,404119764,247095313361
中国光学工程学会,男,2024-11-12 09:55:26,19,啊？[大哭]上次看还是（      ）  现在已经是（     ）,北京,1,,4,591094927,246931849600
透明的阿汀,保密,2024-11-12 10:12:53,1,,辽宁,1,官方君你也在呢,6,7223160,246621478497
Q6102,保密,2024-11-13 06:15:55,2,三年的沉淀个人气质和事业方向都有了升华，第一次发感想，送给你，加油！[支持],山东,0,,3,1547169922,246999540400
驷马追回来了仨307,保密,2024-11-16 13:23:35,2,别搞！这不拦一下过几天电钻，电焊也搞上了。,辽宁,0,,5,631889414,247289735024
yzg先生,保密,2024-11-17 08:42:45,2,我第一次看李子柒，是看见她锄地，这个锄地的动作不是演的，她是真会干活，而且人也很仙,湖南,0,,3,682596216,247357579968
木村丶拓漆,保密,2024-11-13 00:23:46,2,2019年完川普的新闻再看李子柒，现在还是看完川普的新闻再看李子柒今夕是何年？,广东,0,,6,93849034,246976737280
月照花林L,保密,2024-11-17 14:20:09,2,我的天啊，实在太强了,上海,0,,5,26858187,247055504545
穷绿之北,保密,2024-11-12 09:49:26,6,千磨万击还坚劲，任尔东西南北风。是，柒姐经历了很多，可以说荒废了时间？也可以是给了机会给自己沉淀，时间会见证一切，留下来的都是岁月给予她的礼物。她在成为自媒体之前也用对生活的热爱击溃了迷茫和痛苦，我相信，对于柒姐来说，这是一段更美的成长[打call][爱心],广东,0,,6,14906112,246931313376
SHUO-HHHHH,保密,2024-11-23 15:11:43,2,李子柒的视频还是那么融意于景，运镜种种都有种含蓄的美，文化底蕴隐匿于每一帧，把田园风光表现的目酐神醉,山东,0,,5,575791103,247897605312
Duoshuai98,保密,2024-11-13 15:21:45,2,她就是归园田居和非遗赛道的纯元皇后[打call][打call][打call],福建,0,,6,16766571,246725709217
双鱼魔皇御斐言,保密,2024-11-17 00:24:16,2,这姑娘是真强,浙江,0,,5,270765802,247321352432
流光秋梦,保密,2024-11-13 00:26:13,2,川普当了总统，华农又养了竹鼠，李子柒更新了视频，一切仿佛都没变，但一切又都变了,江苏,0,,6,283766600,246976812000
米虫今天早睡了,男,2024-11-13 03:05:24,2,姐姐，欢迎回来，超喜欢你的视频❤️,四川,0,,3,1608673415,246985607184
话不多的失语者,男,2024-11-12 13:50:35,2,老规矩先三连然后吃饭的时候看,广东,0,,6,391058053,246638674337
克劳德斯克莱夫,女,2024-11-17 08:56:19,2,当她做饭 做小物件的时候，你以为她就只会做饭做小物件。当她做流水桌 做家具全套的时候，你以为她的尽头就是做大件家具了。然后她做了一座房子。。。。。。。。。姐姐结婚吗？不卡性别的那种[大哭][大哭][大哭],广东,0,,6,42348524,247358644704
密码正确吗,保密,2024-11-13 06:49:17,2,@十加廿等于卅 @jiajiasa @惩罚哥 @屑0M0 复活了？,湖南,1,,5,526867515,247001573408
惩罚哥,保密,2024-11-13 07:17:37,0,,湖南,1,可以的,5,1445559373,246688335025
ending_day,保密,2024-11-12 14:52:22,2,好想念婆婆啊，婆婆出现的那一幕，小珍珠都忍不住落下来了,福建,0,,6,81463036,246956688192
南国小豆豆,男,2024-11-12 10:15:10,25,哦豁？这是谁呀？[哦呼],河南,5,,6,10518076,246621583649
红烧肉怀念,男,2024-11-12 10:15:38,0,,辽宁,5,哦豁，你也来了,6,124628032,246933407728
谢惠民数学方面大师,保密,2024-11-12 10:35:31,0,,广西,5,你也来了,5,106200670,246623256289
冰菓喏,女,2024-11-12 10:57:32,0,,福建,5,回来了，一切都回来了[打call],6,65759816,246936938624
永恒的阿塔图尔克,男,2024-11-14 11:48:19,0,,上海,5,"你也关注李姑娘呀  ？[笑哭],说起来最近有新的燕双鹰或者狄仁杰的视频吗？",5,431443331,247107316816
南国小豆豆,男,2024-11-14 13:45:02,0,,河南,5,回复 @永恒的阿塔图尔克 :没有，在筹备中,6,10518076,246797199969
大予小心,女,2024-11-12 16:09:52,2,真好呀！你回来了！还是以前的模样，仿佛什么都没有变,四川,0,,6,18164943,246963162928
允尼Weny,保密,2024-11-17 13:42:47,2,什么是她承受不住的，她拥有钢铁般的意志！！！,广东,0,,4,3493085950512052,247052353937
fun,保密,2024-11-12 15:45:22,2,我女儿要哭死，从7岁到10岁，等了太久，等待的时间里她看了无数遍面包窑视频，这次连着更新了两期，明天她看到肯定会开心死。,江苏,0,,6,480552,246648303297
泡芙与栀,女,2024-11-13 14:12:33,2,那个女人，我的青春，回来了！,江苏,0,,5,489593500,247036167264
洪同学要努力,女,2024-11-13 13:50:07,2,以前看她的视频我外婆还在世，一场疫情我失去了很多东西，包括我外婆，妈妈也生病的，看到子柒姐姐婆婆还陪着她有点泪目，物是人非与谁休,上海,0,,6,25687490,246717797201
姐儿是enfp,保密,2024-11-12 15:21:42,2,太有创意了！,广东,0,,5,397187013,246959446368
kaka布,女,2024-11-12 18:13:45,2,田园博主的鼻祖回来了,安徽,0,,6,231157029,246969311392
就是-这个人,保密,2024-11-12 09:59:07,2,"好看的狗狗探头,期待继续连更[doge_金箍]",山东,0,,5,443238131,246931985072
龙の微笑,男,2024-11-12 14:15:27,2,子柒的回归就像核武器，震撼人心！宁静而又振奋人心！感觉原来生活会如此美好！心好舒服,四川,0,,5,486958446,246953394496
zi风车茉莉,女,2024-11-17 14:14:49,2,太能干了，什么都会,湖北,0,,3,3493258070067992,247055070561
一点春泥,男,2024-11-13 04:29:33,2,不行，我要放到夜深人静独自一人吃夜宵的时候看，这才是我和子柒独处的时间！,湖南,0,,6,17540244,246991872704
陆逸叁叁,保密,2024-11-12 09:08:47,50,时隔两年半终于回归！[打call][打call][打call],四川,5,,6,12193358,246616866897
刾狇,保密,2024-11-12 09:09:45,1,,江苏,5,捞一把[脱单doge],5,583136355,246616972209
要和德丽傻睡午觉吗,保密,2024-11-12 09:14:31,1,,浙江,5,要素察觉[滑稽],6,24035894,246617169809
鸢飞息心,男,2024-11-12 09:19:12,2,,浙江,5,小黑子露出凤爪了吧[滑稽],5,486110929,246929118032
力羊羊,男,2024-11-12 09:23:06,2,,江苏,5,一坤年[doge]，这是新的记年法！[doge],6,25398824,246929471232
小家砖头,保密,2024-11-12 10:41:43,0,,安徽,5,是三年半[大哭],6,393028485,246623729681
卡了莎不了,保密,2024-11-12 15:32:37,2,欢迎回家[大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭],重庆,0,,2,1974899296,246647464833
大桥扁食,男,2024-11-14 04:23:49,2,子柒回来了，华农兄弟又开始更竹鼠了，懂王王者归来，今夕是何年？,江西,0,,6,3917475,246756956273
喷水小象,男,2024-11-16 06:00:43,2,劳动人民的力量感，与艺术的美好与恣意在一个视频中和谐的完美展现，不愧是李子柒,上海,0,,6,8356109,247253580464
蓓妮成长型,保密,2024-11-15 03:57:53,2,你回归就被我看到啦,上海,1,,5,506952121,247156893136
蓓妮成长型,保密,2024-11-15 03:58:18,0,,上海,1,前天刚看了你的采访，就刷见了你的回归,5,506952121,247156982672
美利坚的正义,保密,2024-11-12 13:22:19,2,川普回归，华农吃竹鼠，李子柒更新视频，梦回2019,江西,0,,4,25881373,246636375249
小白luckyforever,男,2024-11-12 17:28:04,2,啊啊啊，跟等了几百年一样[大哭][大哭],广东,0,,5,1495874705,246967764800
湖州汪嘎,保密,2024-11-12 11:57:56,59,"李子柒回来了,我的青春走了,2017年开始看你直到你断更，再次相逢，竟有沧海桑田之感,七年以来物是人不非，学习，就业，升职，失业，我也从一个二十出头的小伙几变成了三十岁的中年人，经历了小小的辉煌和失败,三年以后能够看到李子柒在b站更新，重头再来，也给了我一份力量，跌倒了，再爬起来的力量,加油李小姐，加油湖州汪嘎,你行滴✊",浙江,0,,5,1526817028,246941961888
名字长是好是不好,男,2024-11-12 09:28:40,2,第一章：回国,陕西,0,,5,25836408,246929870624
q奥尔良烤翅p,男,2024-11-12 11:46:26,2,少爷，小姐，您的白月光回国了[大哭][大哭][大哭],北京,0,,6,3948343,246940996640
西山记,保密,2024-11-13 00:39:25,2,南方有竹海，竹子可是宝贝，取之不尽用之不竭，竹器竹编更是国之瑰宝。,山东,0,,4,586313759,246663730897
学习hao上头,保密,2024-11-12 09:11:01,15,好想哭，姐姐是我最喜欢的没有之一，一直在等待回归，一直在重刷姐姐的视频，刚刚B站给我推视频的时候我都不敢相信自己的眼睛，我感觉手都在抖，好激动啊，想哭，谁懂啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊！好多话想说，但是不知道从何说起，我会一直支持你的姐姐，我去哭一会儿，太高兴了，看姐姐过得很好高兴，看奶奶和姐姐都很健康快乐更高兴，加油姐姐！！！！！！！！永远支持你！祝你未来越来越好！！！！！！！！！！,山东,0,,3,3494359855008608,246928543824
一颗西米露呀,保密,2024-11-14 16:47:03,2,你回来了真好，这几年不管是现实还是网上过的都很浮躁，戾气也重，能再看到这样宁静悠长的慢生活感觉想给自己注射了一支强心剂，还是学生的时候就在看你的视频了，现在自己也在慢慢学着长成大人，姐姐，成熟的过程真的好漫长好痛苦[大哭][大哭]能再看到你的视频真的是太好了[大哭][大哭],四川,0,,5,306255993,246811516817
Hauturiering-,保密,2024-11-12 10:06:39,8,真好啊[委屈]姐姐等你的库存[爱心][给心心],重庆,0,,5,298724674,246621002337
东亚熬夜冠军,保密,2024-11-12 12:44:19,2,妈呀！我的鞋我的袄！我的袜子我的姥！子柒更新了！！！我的妈呀！！！！,江苏,0,,6,266625830,246945707040
浪迹_BoringWash,保密,2024-11-13 13:45:06,2,画质糊得一，得去油管看了,上海,1,,6,240917006,247033692544
召唤师峡谷召唤师,保密,2024-11-13 17:05:12,0,,安徽,1,我看了，油管也只有1080p,5,49942310,247049698288
别挡着我要饭,男,2024-11-12 12:43:55,2,姐姐，你知道我想你想的有多苦吗[大哭][大哭][大哭],广西,0,,6,444936925,246945642624
Buluu匠_OS版,男,2024-11-13 00:10:20,2,我的天呐[大哭]子柒终于更新了[大哭][大哭][大哭]终于等到你，还好我没放弃[大哭][大哭][大哭][给心心],河南,0,,4,3494358007417056,246662548177
小涵老师u,女,2024-11-12 09:02:54,14,子柒姐姐在停更期间也在努力地创作好作品，值得点赞，这就是我爱的子柒啊啊啊[给心心][给心心],广东,0,,4,1538585130,246928011136
小圆圆可盐可甜,保密,2024-11-12 15:01:32,2,今天我生日，看到喜欢的up更新，好开心[爱心][爱心][爱心][奥比岛_点赞][奥比岛_点赞][奥比岛_点赞][奥比岛_点赞],北京,0,,5,243802279,246644628657
isaklaughing,保密,2024-11-12 13:38:43,2,第一章 白月光回归,河北,0,,6,33118311,246950154992
bili_175380133,男,2024-11-17 04:39:36,3,"红色虽然代表太阳、阳气，有辟邪的效果，但红色也寓意着血光，特别是在某些文化或信仰体系中，红色与死亡、哀悼等情感联系在一起。特别是在某些特定情境下，如“死时穿红衣会变成厉鬼”的说法，使得红色女装在屋堂中央的摆放显得尤为忌讳。,屋堂中央在风水学中被称为“中宫”，是住宅的核心所在，关系到一家人的运势和健康。将红色女装摆放在此处，可能会扰乱住宅的气场，导致风水气场不平衡，从而对家人的运势和健康产生不利影响。",云南,0,,6,175380133,247338961184
早点找到自己,男,2024-11-12 13:33:26,2,一万个惊喜都不能体现我现在的兴奋[大哭],黑龙江,0,,6,345721748,246949774992
陈皮鸭sh,保密,2024-11-12 13:03:08,2,视频一如既往的高质量，但标题像是手工耿会起的，没有以前那种感觉了,上海,0,,3,3546713354668733,246947184432
苏三yang,保密,2024-11-12 16:05:00,2,满足了人们对理想生活的所有想象，出世，宁静，自然，谢谢你给大家造梦！,陕西,0,,4,485313452,246649852369
十四青巷里,女,2024-11-13 01:40:53,3,这个点赞投币比什么含金量不用多说[给心心][给心心][给心心],安徽,0,,4,3494360666606462,246666624321
匿名用户732,男,2024-11-13 16:32:19,2,李子柒在发视频，华农在养竹鼠，懂王在当总统，今夕是何年,广西,0,,6,23209197,246730992465
L巍楠,保密,2024-11-15 15:14:26,2,我的天！太牛了！明白什么叫真神，什么叫白月光了。也是平常不怎么看视频，知道李子柒，曾经也买过东西，但这是第一次看视频作品。词汇匮乏的我只能说太强了！,湖北,0,,5,252097498,246886528225
n麻麻_,保密,2024-11-12 09:11:25,3,8年老粉的坚持，果然等到了[大哭][大哭],浙江,0,,6,25634754,246617082129
浓醉与自然合一,男,2024-11-12 09:01:22,5,报复式更新[doge_金箍],山东,0,,6,81441101,246927809248
想要猫的夜羽,保密,2024-11-16 02:22:30,2,能不能别说团队什么的，我就爱看这个,广东,0,,5,172996776,246911832321
茶又又,保密,2024-11-12 17:30:54,2,能再看到子柒姐的视频好幸福(❁´ω`❁)，希望能一直更下去！,贵州,0,,6,3813542,246967821488
8635989977,保密,2024-11-15 16:14:03,2,啊！默默三连，你的视频我可太喜欢了！你太强了👍真的,浙江,0,,5,17571222,247215151344
尘汐月影,保密,2024-11-12 23:22:10,2,留个言，纪念一下！！！[给心心],湖北,0,,4,1345959204,246974597552
未曾_行至绝路,保密,2024-11-13 15:49:22,2,[大哭],安徽,0,,5,453545546,247044614384
让我欧欧球,保密,2024-11-13 11:03:03,2,想知道刮风下雨的时候衣服会湿掉嘛,湖北,1,,5,126117532,247019796432
酷酷的老油条,女,2024-11-13 12:02:29,0,,四川,1,不会但是年代久了竹可能会蛀,5,673422547,247024995792
挽尊ii,保密,2024-11-12 10:17:20,4,这是打官司打赢了？,浙江,2,,5,93080466,246621809137
君紫诺萱,女,2024-11-12 10:26:24,0,,山西,2,打赢好久了,6,430527190,246622504369
养朱专业户-K叔,男,2024-11-12 12:17:28,0,,广东,2,估计以前签的合同有限制内容吧。,6,57634937,246943617600
是璇璇璇璇璇璇璇呀,保密,2024-11-12 17:16:45,8,子柒 ，我大学快毕业了，还记得在高中最混沌的时候遇见了你，撑着我度过了高中，今年，此时此刻也是很艰难的时刻，我又再次感到了无助，躯体化在最近又再次来临，一个多月了，有时候真的很想一了百了，但是我总是感觉有什么东西在撑着我，今晚特别伤心，没想到我们重逢了，希望你最近也过得很好,湖北,0,,5,24499000,246967139408
某放电妹的呱太手机,保密,2024-11-20 04:40:21,2,这年头私自盖房会不会违法？,广东,0,,5,2084192061,247252801937
